"BOSCH-HCIL","1,280.00","1,300.00","1,264.60","1,284.10","1,290.00","-","5.90","0.46","15,195","1.96","1,890.00","1,250.00","-7.30","-30.03"
"INGERRAND","3,632.60","3,677.40","3,576.20","3,692.90","3,583.00","-","-109.90","-2.98","5,214","1.89","4,477.80","3,063.30","-6.81","3.24"
"PRINCEPIPE","246.15","246.70","238.25","249.00","240.00","-","-9.00","-3.61","78,046","1.89","387.70","229.05","-8.25","-3.94"
"IMAGICAA","40.48","40.92","39.90","41.08","40.24","-","-0.84","-2.04","4,45,388","1.80","75.55","37.62","-14.26","-36.73"
"SUBROS","685.00","692.35","670.00","696.40","680.00","-","-16.40","-2.35","26,067","1.78","1,213.70","518.00","-15.11","17.57"
"PRSMJOHNSN","125.40","127.30","125.00","126.41","125.02","-","-1.39","-1.10","1,40,384","1.76","176.00","114.72","0.03","0.03"
"WESTLIFE","436.00","438.00","428.10","439.50","431.10","-","-8.40","-1.91","39,091","1.69","819.20","426.85","-15.45","-40.50"
"INNOVACAP","702.00","705.55","673.00","705.00","681.00","-","-24.00","-3.40","23,345","1.60","1,020.70","622.00","0.87","-22.44"
"GARFIBRES","620.00","630.00","610.00","627.85","610.30","-","-17.55","-2.80","25,763","1.59","985.55","582.50","-7.75","-23.44"
"VENTIVE","650.00","664.50","649.50","667.20","652.00","-","-15.20","-2.28","20,571","1.35","840.00","619.20","-9.61","-11.30"
"GREENPANEL","194.80","198.89","191.90","196.73","194.00","-","-2.73","-1.39","53,764","1.04","335.20","189.05","-9.30","-16.13"
"JINDWORLD","21.86","21.86","20.80","21.86","21.00","-","-0.86","-3.93","4,18,892","0.89","79.30","20.25","-19.85","-64.07"
