Price,Close,High,Low,Open,Volume
Ticker,SBICARD.NS,SBICARD.NS,SBICARD.NS,SBICARD.NS,SBICARD.NS
Date,,,,,
2020-03-16,668.9729614257812,741.2306542119362,644.0361710768611,648.9449833564104,60887005
2020-03-17,717.5701904296875,734.3092280254688,676.4343202784853,678.3978451559265,15145135
2020-03-18,676.6306762695312,754.975305913033,667.5984499621098,738.3834969378125,8949832
2020-03-19,679.4285888671875,703.9235702775674,638.1454960675296,647.9631190839532,6432046
2020-03-20,711.286865234375,716.6865584832211,677.6615027301964,693.3697012722945,6492226
2020-03-23,571.7784423828125,685.2701511898606,569.4221886677925,646.9814178139228,6260086
2020-03-24,602.507568359375,612.5706324832848,564.5624294257759,608.69265920235,4019306
2020-03-25,613.5524291992188,637.0656508680696,580.6143123772274,590.0392075303679,3487615
2020-03-26,639.0782470703125,681.1467419945543,610.1162562337901,622.4373623849232,4360453
2020-03-27,643.9379272460938,677.4159982639551,638.1455056109722,662.6895635190865,3114532
2020-03-30,604.12744140625,630.9786777787476,595.9297497077434,628.327907434853,1791851
2020-03-31,607.3673706054688,626.3644502613565,597.4515337938842,623.4191628776824,2334476
2020-04-01,596.9606323242188,612.6197550342587,590.2846597986347,612.6197550342587,1500748
2020-04-03,579.4852905273438,603.4893945971254,577.2763249980146,602.6057844165837,1693653
2020-04-07,575.36181640625,599.8567991582449,571.3856908512251,593.9662250257581,3137346
2020-04-08,568.9313354492188,587.486669581946,565.4951669003451,574.1346644102512,3090942
2020-04-09,584.3450317382812,603.0475947308777,564.5134179409926,574.38011873973,6139508
2020-04-13,496.2808837890625,570.8948247741639,491.96113530317973,569.4221812020895,22872176
2020-04-15,495.4463806152344,514.8852937762797,492.84471629234736,500.6988153567672,8436630
2020-04-16,522.395751953125,527.4027761739604,491.86296511349144,495.79001473515603,8012039
2020-04-17,520.8250122070312,538.7912541781179,513.4617933728131,536.042331131082,6749997
2020-04-20,530.2498779296875,538.8894354705416,518.8614574215069,524.997472764713,5766094
2020-04-21,516.308837890625,525.1446989389162,508.5528914460956,519.2541249067222,3249266
2020-04-22,522.6903686523438,525.9301728539934,510.6146422030632,517.3888272881705,2719250
2020-04-23,550.7196655273438,563.5316536832994,525.2429176316466,529.1699674830982,4983300
2020-04-24,547.6761474609375,585.5722132020662,542.0310134899398,547.5289190496907,7823763
2020-04-27,542.6200561523438,564.5133443035384,532.949661170629,553.4194418694549,3304382
