Price,Close,High,Low,Open,Volume
Ticker,INDIANB.NS,INDIANB.NS,INDIANB.NS,INDIANB.NS,INDIANB.NS
Date,,,,,
2016-04-20,81.43379974365234,82.68534381665627,80.93318338758725,82.18472746059118,174410
2016-04-21,83.6448745727539,85.4804702714687,81.85099319656068,82.01786958369684,420243
2016-04-22,83.9786148071289,86.0645217503478,83.14425202984135,83.85345911739921,425259
2016-04-25,83.35284423828125,85.18843983538464,82.76878646416077,84.27064203683295,109806
2016-04-26,83.85346221923828,84.18720861563554,82.05958090857568,83.35284580748392,369378
2016-04-27,83.51970672607422,84.68781580339545,83.14424604957348,83.85345308612062,268438
2016-04-28,82.51848602294922,84.10377668966166,82.39333032400395,84.10377668966166,69631
2016-04-29,81.35037231445312,82.39332580566406,80.43257451532409,81.85098871709779,99717
2016-05-02,80.22398376464844,81.51724227349497,79.72336736233096,81.51724227349497,87577
2016-05-03,79.97367095947266,81.51724082488931,79.6816452604505,80.72459873244593,104025
2016-05-04,79.55648803710938,80.26569511125872,78.93071596597477,79.8067994118363,137037
2016-05-05,76.46934509277344,80.26569167575731,75.59326168440971,79.68164031396977,138562
2016-05-06,76.01045227050781,76.76138008798341,75.09265443389683,76.42763368402946,128229
2016-05-09,77.42887115478516,77.76261118555128,76.01045056129699,76.6779433541953,79275
2016-05-10,78.09635925292969,78.51354066599629,77.2619964267965,77.80433353691971,67097
2016-05-11,75.13436889648438,78.2215085544954,74.25828545440096,77.55401580189064,1086467
2016-05-12,71.92206573486328,75.92700943832254,70.8373979908682,75.92700943832254,467878
2016-05-13,75.92701721191406,76.34419862516634,71.6717680698775,71.92207309841895,440635
2016-05-16,75.63497924804688,75.92700491689851,74.67546087980678,75.13436290634661,586420
2016-05-17,75.96873474121094,76.76137684716392,75.13437194939394,75.71842335739267,90728
2016-05-18,76.0938949584961,76.42764139612747,75.38468775708184,76.42764139612747,99004
2016-05-19,75.13436889648438,76.92824373345468,75.09264821231558,76.13560165970885,93541
2016-05-20,75.21781158447266,76.42763516078877,75.09265588486123,75.71842801723507,71332
2016-05-23,75.4263916015625,76.71965000570461,75.09264523847723,76.05216364521648,102151
2016-05-24,75.13436889648438,75.4681089071041,75.09264821231558,75.4681089071041,70094
2016-05-25,74.75889587402344,76.46934193761413,73.63250751380423,75.59325856539799,667840
2016-05-26,74.592041015625,75.50983888920797,73.84111316789951,75.00922244595212,205669
2016-05-27,77.09512329101562,77.92948608341692,74.42515853592175,74.96749562411917,292316
2016-05-30,77.76260375976562,78.5969664883712,77.17855239601471,77.9294801248962,118903
2016-05-31,75.8018569946289,78.76384739836561,75.17608491206617,78.76384739836561,679319
2016-06-01,75.59326934814453,76.96996925842369,75.0926529350475,76.26076214272929,137828
2016-06-02,76.55278015136719,76.8448058324866,75.13436606268294,75.71841742492177,985984
2016-06-03,76.84480285644531,77.34541919978824,75.17607746818078,76.76136786016852,548644
2016-06-06,79.3896255493164,79.7650862812804,76.26076489733875,76.76138132851852,186200
2016-06-07,81.26693725585938,82.76878646282437,79.30618596678447,79.30618596678447,274721
2016-06-08,86.60685729980469,87.19090868732228,82.10129710885435,85.77249453724657,354051
2016-06-09,88.23385620117188,88.4424468777704,84.27063334580009,86.06451443768377,390638
