Price,Close,High,Low,Open,Volume
Ticker,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
Date,,,,,
2016-04-20,82.21347045898438,82.54647654662364,81.50828162439316,81.84128771203241,4820409
2016-04-21,83.4279556274414,84.01561441926125,82.95783576755477,83.11454238751699,7037139
2016-04-22,84.66203308105469,85.15174569641104,83.31041621967535,84.58367977995451,4497202
2016-04-25,83.17330932617188,84.79916287628036,82.93824043640984,84.79916287628036,2813826
2016-04-26,83.95686340332031,84.46616894268594,82.64442289549064,83.13413562166717,4140094
2016-04-27,86.89513397216797,87.6590920726579,84.58367582981795,84.62285247853845,10536442
2016-04-28,84.95587921142578,88.30553281286319,84.32904371194516,87.09103847218435,11597841
2016-04-29,85.11257934570312,86.48378918177382,84.46616004992042,85.42600155499294,6088467
2016-05-02,85.30847930908203,86.5425575128692,84.62287432900308,85.40641647269157,4911861
2016-05-03,84.34861755371094,86.07240806436302,83.44753668195345,85.81776432628054,5806392
2016-05-04,82.52689361572266,84.34863967833658,82.27224084388455,84.15274741263795,4247746
2016-05-05,82.46810913085938,83.54548949519716,82.27222586778024,83.0361840442304,4590195
2016-05-06,81.66497802734375,82.52688235813399,81.13608870942167,82.48770570373092,3327823
2016-05-09,82.89906311035156,83.25166195865464,81.91962883936841,82.23305103418906,4008649
2016-05-10,81.44950103759766,83.03617776597468,80.82266567617759,83.03617776597468,3924151
2016-05-11,80.41130828857422,81.07732038979717,79.56899675656604,81.07732038979717,5481087
2016-05-12,80.82269287109375,81.66499560554405,80.21544114669462,81.52788176910059,7061337
2016-05-13,79.82364654541016,80.68555085650443,79.13805062554285,80.68555085650443,7262070
2016-05-16,79.37313079833984,80.27421199284935,78.35451961331958,80.07831970836791,10092505
2016-05-17,82.37017059326172,83.0557664859536,80.35254163321932,80.548424892994,14657428
2016-05-18,83.93724822998047,84.3486164947034,82.11551163504247,82.38974817789759,8832225
2016-05-19,82.29182434082031,83.54549524472537,81.95880932022646,83.44754912296473,6740377
2016-05-20,83.48673248291016,84.09398413945455,82.44853758332641,82.97742695599223,4576983
2016-05-23,81.5474624633789,84.03522080857583,81.29280968131296,83.91769082461377,5845633
2016-05-24,80.95980072021484,81.76293569939749,80.13708189454432,81.68458237952055,4087501
2016-05-25,82.33099365234375,82.56605356324839,81.54744268207334,81.76291875054966,3108448
2016-05-26,84.64246368408203,86.64050010399681,82.54647217063453,82.66401110930416,13519851
2016-05-27,83.44754791259766,85.7590064103215,82.97741908871184,85.40640755066677,10044087
2016-05-30,83.62384796142578,84.50533615012607,83.44754853029342,83.83932404759183,4589130
2016-05-31,82.5660629272461,84.42698548398863,82.19388020928996,84.23109323572405,8791201
2016-06-01,82.52689361572266,83.56508854946735,82.31141750363174,82.82072304730795,4521807
2016-06-02,83.36918640136719,83.78054571918776,81.93921622649712,82.46810549698634,4079509
2016-06-03,82.99703216552734,84.03522722018076,82.70320269972252,83.76099057001264,4345935
