Price,Close,High,Low,Open,Volume,DeliveryVolume,DeliveryPercentage
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK,AXISBANK
Date,,,,,,,
2016-04-11,419.40093994140625,421.45013621574725,407.3985514161563,413.64369690717416,6221772,,
2016-04-12,423.54815673828125,425.890112608092,419.0106693541332,420.08406083126215,5586212,,
2016-04-13,429.8421325683594,434.5259849843226,427.5002063603778,429.4030083759596,9091282,,
2016-04-18,434.4771728515625,435.25780493377437,426.8170977056378,434.18444326553436,6674315,,
2016-04-20,447.9920654296875,449.50455121389876,433.598942194577,435.3066008834884,10775664,,
2016-04-21,456.6279296875,461.3117814478434,451.79768336404334,452.57831539769944,11717618,,
2016-04-22,464.3367919921875,466.92266915707035,450.91947391296134,454.33479124221896,7323373,,
2016-04-25,458.5307312011719,465.8004898500733,453.7492929942771,462.5315373748115,7474910,,
2016-04-26,468.5815734863281,473.16783912442935,452.4319828489999,458.7259370184006,12685893,,
2016-04-27,454.2372131347656,462.0436528878873,446.96745420298936,450.138820352695,29544825,,
2016-04-28,456.72552490234375,460.43360182315917,450.38279231118645,451.7977214932039,16457436,,
2016-04-29,460.9702453613281,465.8980781508478,453.798073132877,455.45695343414167,10883473,,
2016-05-02,460.384765625,467.41057320913626,457.1158428507627,462.87308612651674,9439328,,
2016-05-03,459.1650085449219,463.50735249577434,455.0178374962755,462.4339610920486,8097969,,
2016-05-04,451.2610168457031,458.62833240131926,449.11423401639826,454.7251125510952,8777977,,
2016-05-05,449.8948669433594,455.99364797110906,447.35779785917885,451.79769853569894,8736141,,
2016-05-06,450.28521728515625,452.8222863948754,447.8944831865311,449.84609313505626,4804806,,
2016-05-09,465.5565490722656,466.4347675742005,450.4803506354347,454.52993523489295,10228014,,
2016-05-10,476.14404296875,477.1686262668438,466.5811364766568,467.4105766499349,12131886,,
2016-05-11,486.1460266113281,487.2681963216951,468.63031625753797,470.9234637921505,21878712,,
2016-05-12,480.63275146484375,494.6355594802792,478.72994954029707,486.53638971289314,13528266,,
2016-05-13,478.7786865234375,484.19442179289575,474.72910198954213,481.75490944968124,7426191,,
2016-05-16,474.6802673339844,481.7060441813182,465.7028510644358,480.09597218167085,5809867,,
2016-05-17,491.1714172363281,493.26939187898364,478.4371450383992,478.827490833575,8982435,,
2016-05-18,488.9758605957031,490.82988402285133,483.26739575013346,486.4387617999829,8241793,,
2016-05-19,478.63232421875,489.6101298200975,477.16861680523704,489.6101298200975,5989236,,
2016-05-20,478.7299499511719,483.7065615213143,476.29043739514185,481.9989027320933,5012902,,
2016-05-23,474.7291259765625,483.41378440138215,473.26541849667586,483.41378440138215,4700955,,
2016-05-24,477.1198425292969,479.07145243058585,470.33798621063625,471.55774239894185,4838908,,
2016-05-25,490.00042724609375,490.8298673714486,481.41335599103763,482.04762322364934,7144175,,
2016-05-26,506.4427490234375,510.3459686690902,488.1464069344405,490.3419679851201,11207975,,
2016-05-27,500.00250244140625,512.2976215348792,496.6847416404829,507.66254781623036,7699491,,
2016-05-30,501.2710266113281,509.418974313645,500.1000487318839,501.51497785461197,4892196,,
2016-05-31,502.7347106933594,506.1500279405175,498.3435885184417,502.5395377961262,5706744,,
