Price,Close,High,Low,Open,Volume,DeliveryVolume,DeliveryPercentage
Ticker,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL,BEL
Date,,,,,,,
2016-04-11,28.997051239013672,29.61068708348467,28.540920686053035,29.53508619319517,8720118,,
2016-04-12,29.82740592956543,30.064293542257833,28.980667222905243,29.104148761319095,9551091,,
2016-04-13,30.09075164794922,30.616182614532143,29.862683259041738,30.147451507668567,8398434,,
2016-04-18,30.39568519592285,30.656511598746583,29.81355104349203,30.165101052678757,7556703,,
2016-04-20,30.194076538085938,30.764869367824414,30.042871605814756,30.395680999530533,6570828,,
2016-04-21,29.4670352935791,30.467497634813075,29.16210662241373,30.291091386191635,6347979,,
2016-04-22,29.469552993774414,29.69887761830078,29.03106101375998,29.03106101375998,7199775,,
2016-04-25,29.535079956054688,29.8967085266917,29.390175372255797,29.605639926123978,5381013,,
2016-04-26,30.0227108001709,30.083188959114146,29.425454084480222,29.4846759828831,7310721,,
2016-04-27,30.55821418762207,30.795101733021873,30.06302556924254,30.08066397121949,9726387,,
2016-04-28,29.82992935180664,31.0597165780543,29.68880622748314,30.6943065055534,16132512,,
2016-04-29,29.783302307128906,30.386856146186354,29.61067752774403,29.984906731091215,5478495,,
2016-05-02,29.91813087463379,30.215496664604604,29.48846116438973,29.48846116438973,3579312,,
2016-05-03,29.633363723754883,30.214238389775204,29.5098821750166,30.10713581637696,4534959,,
2016-05-04,28.9000244140625,29.829926907665016,28.728659048094325,29.56027818424081,5203704,,
2016-05-05,28.8924560546875,29.283064157696636,28.747551513712676,28.950418505552292,7493508,,
2016-05-06,28.7828369140625,29.094062719287773,28.602652384373034,28.90001808518947,4345869,,
2016-05-09,29.043670654296875,29.257875806999436,28.740004506567328,28.848366516075547,7226010,,
2016-05-10,29.475866317749023,29.585487774867058,29.099118101112342,29.101636967758317,6585249,,
2016-05-11,29.16840362548828,29.42671104624927,28.854655788078404,29.131864216071833,2995509,,
2016-05-12,29.233930587768555,29.451913991682424,29.14572904542551,29.15706711370354,2950497,,
2016-05-13,28.952943801879883,29.225111370793098,28.87986179886036,29.20746979338321,3763254,,
2016-05-16,28.596355438232422,28.99326395472616,28.049501448485547,28.98066328152002,11061171,,
