Price,Close,High,Low,Open,Volume
Ticker,HINDPETRO.NS,HINDPETRO.NS,HINDPETRO.NS,HINDPETRO.NS,HINDPETRO.NS
Date,,,,,
2016-04-20,80.30352783203125,82.6863340797486,79.65798535323621,82.59140179365058,9677380
2016-04-21,81.30032348632812,82.68633587116369,80.23707501456171,80.67376451784975,7369643
2016-04-22,80.85890197753906,81.82246634888867,80.41746528853113,81.07249722132887,5130999
2016-04-25,81.69430541992188,81.96486101248867,80.12317045258123,80.69276426148913,2574895
2016-04-26,81.35255432128906,82.32561292968099,81.17217902369507,81.45223373428931,3292137
2016-04-27,81.45696258544922,82.5391946379286,80.8209142661065,81.07248630949385,2778516
2016-04-28,78.9222640991211,81.98384279654947,78.66594495029395,81.16741920316531,6096890
2016-04-29,79.1501235961914,80.01876069213898,77.42709560804686,78.46186182192478,5345075
2016-05-02,79.85735321044922,80.47916024396987,78.99346344208847,80.1231665750713,3726735
2016-05-03,79.27827453613281,80.40797291296384,78.47609213316595,80.40797291296384,5531071
2016-05-04,78.87955474853516,80.16114576127198,78.63747688069657,78.8415828041232,3846750
2016-05-05,77.75933837890625,79.12637224858226,76.72457243588332,79.07415899661571,4122198
2016-05-06,79.76718139648438,80.02824281227981,77.14229170276853,77.37012827574397,5313998
2016-05-09,78.93651580810547,80.21810683218314,77.37012297621362,80.21810683218314,4258993
2016-05-10,78.77986907958984,80.14215097707462,78.34317953134445,79.64850107229611,3548907
2016-05-11,79.48711395263672,79.78615215680531,77.17075709071297,78.31944375857721,5872452
2016-05-12,78.78460693359375,80.00449024096487,77.98717181351648,79.7244404838447,6374166
2016-05-13,79.012451171875,79.74343180714548,78.38114993636327,78.88904114254004,6860484
2016-05-16,79.36370849609375,79.55357310227899,77.84478675773015,78.79410978865639,5350846
2016-05-17,79.99024963378906,81.35727848656687,79.74342470821081,80.02822157105938,9559174
2016-05-18,80.00924682617188,80.6927613275619,79.08839669081803,79.74343345835071,3934291
2016-05-19,79.57255554199219,80.839905115309,79.18333215076952,79.74343171917226,3420778
2016-05-20,79.00296020507812,80.14689979738085,78.23875470150188,79.67698051257933,2991201
2016-05-23,78.71341705322266,80.09943451431559,77.61694359903343,79.26877443622365,3455426
2016-05-24,76.66288757324219,79.4396652207615,76.02209197937121,78.22452861147633,6305944
2016-05-25,79.83837127685547,80.1991169676536,76.46351758177576,77.46505388416371,6156256
2016-05-26,80.65953826904297,81.0392674695507,78.37165908044473,79.7434352172722,5374053
2016-05-27,88.4439926147461,90.5609951708456,81.92687056744973,82.11673512754035,42515057
2016-05-30,86.71147918701172,89.72084936485557,86.39345748612318,89.04682913644511,14810222
2016-05-31,86.05171203613281,88.06903066817308,85.87608386555692,86.8633836593288,9732305
2016-06-01,85.99000549316406,87.5279106669519,85.54381685084714,87.33804607210804,6606771
2016-06-02,86.63079071044922,87.29531671389417,85.53431253811549,85.98999533411549,4674550
2016-06-03,88.6718521118164,89.23670369346608,86.77794833803404,87.33804792694225,10604553
