Price,Close,High,Low,Open,Volume,DeliveryVolume,DeliveryPercentage
Ticker,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN,SHRIRAMFIN
Date,,,,,,,
2016-04-11,161.989990234375,162.84852259552753,159.49940241779996,159.97541970161632,822822,,
2016-04-12,164.29356384277344,167.28566089538612,159.8139112029458,160.1454153756611,1734499,,
2016-04-13,167.6342010498047,170.8388083939934,165.57712571812127,165.8491394198466,3274295,,
2016-04-18,170.0142364501953,171.48479272558035,167.18363859299137,167.62565743180878,2767102,,
2016-04-20,168.84974670410156,170.67729969763832,166.94567737551117,168.81573500680474,2264184,,
2016-04-21,164.217041015625,169.46170981981723,163.6305224400596,167.91466391019608,2387214,,
2016-04-22,162.27902221679688,165.4581242351616,161.53949741745916,163.8770794783963,1690044,,
2016-04-25,166.5205841064453,168.0846422661218,162.42344766967787,162.42344766967787,2513575,,
2016-04-26,168.03370666503906,168.9857279482329,165.75562863833875,165.8151191526863,1753984,,
2016-04-27,169.05374145507812,169.81026539543663,166.94566861245502,166.94566861245502,2351041,,
2016-04-28,163.9280548095703,169.206736158435,162.35550320682538,169.0707293209545,4287839,,
2016-04-29,160.28997802734375,164.05559929261045,157.25537540538662,163.97060331632835,2788439,,
2016-05-02,184.11622619628906,185.68028476114625,163.69853546403806,163.69853546403806,18431080,,
2016-05-03,177.25648498535156,191.68146089524913,175.85392550259962,185.34025787476514,13290100,,
2016-05-04,177.2224884033203,183.45320388797606,175.55643470667616,177.14598539431864,6394037,,
2016-05-05,174.9274444580078,180.71614217069316,174.09441745247395,178.16606357573815,4850895,,
2016-05-06,178.6590576171875,179.96810179139646,175.48844898144424,177.06100057837776,1939261,,
2016-05-09,178.3445587158203,179.86611290637413,176.97601056953758,179.1860919593111,2483858,,
2016-05-10,180.77565002441406,183.1472304920009,178.429575002481,179.35610424485836,3880528,,
2016-05-11,184.35423278808594,184.9492576876084,176.21096846819827,177.65600611820966,3293174,,
2016-05-12,190.346923828125,191.03543753516203,184.65172992066493,186.15628452458884,5036623,,
2016-05-13,181.90611267089844,190.2363930075002,179.87455678631613,189.72637747405284,3168851,,
2016-05-16,182.18667602539062,184.91526577108596,179.96810193490606,182.43318425766668,2694372,,
2016-05-17,186.8023681640625,188.5279395248848,182.26322372624205,182.26322372624205,3717800,,
2016-05-18,193.09255981445312,195.00512202521716,182.3481917508231,186.8873488047215,4373209,,
2016-05-19,187.15084838867188,194.08709093156634,183.94624120921398,193.0925517016093,3193837,,
