Price,Close,High,Low,Open,Volume
Ticker,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS,TRITURBINE.NS
Date,,,,,
2016-04-20,92.11871337890625,94.51690641166704,91.69550622027398,93.10620631597051,191422
2016-04-21,91.60145568847656,94.42285571681656,91.1312223504199,92.1187080552241,64957
2016-04-22,91.97765350341797,93.76453463650918,91.22527721302751,93.76453463650918,197605
2016-04-25,96.8680648803711,103.87453854775838,91.69549830908913,92.30680306618795,536763
2016-04-26,100.58292388916016,100.86506680624761,95.59845403042375,95.97464219480956,217195
2016-04-27,101.85254669189453,105.80250397003246,100.53589187411804,105.80250397003246,502122
2016-04-28,99.40733337402344,101.5704097858356,98.74900951400683,101.523383577895,63014
2016-04-29,103.3572998046875,103.4513450469645,97.80854440803917,99.64245174561309,1575906
2016-05-02,104.86204528808594,106.2727454489122,100.81803529030714,102.93408553154654,209857
2016-05-03,105.00311279296875,106.74297482422838,103.54538647815588,106.17869621614307,160847
2016-05-04,103.02813720703125,106.27274468348566,102.08767043992076,104.20372066591938,330231
2016-05-05,101.80552673339844,105.33227708213049,101.28826714550762,105.33227708213049,257058
2016-05-06,102.36979675292969,103.07514676341178,101.57040150942159,101.57040150942159,38380
2016-05-09,100.9120864868164,103.45134387550193,99.78352206669575,102.6989675954215,94988
2016-05-10,102.55790710449219,103.16920478251694,100.25375914624234,102.08767370589331,350099
2016-05-11,101.0061264038086,106.03762188295018,99.83054301264507,103.45133842239042,575092
2016-05-12,101.61743927001953,102.79302275451678,99.78352472908851,101.10017966676386,1772663
2016-05-13,102.55790710449219,102.9340880832175,100.86506399945934,102.9340880832175,173168
2016-05-16,103.49836730957031,103.78050302564424,101.38231715065291,102.5579005722737,68924
2016-05-17,106.22572326660156,107.21321628668747,103.21623234617499,104.76800401694183,602031
2016-05-18,104.43883514404297,105.61441857801377,103.45134218943075,104.43883514404297,302048
2016-05-19,104.01560974121094,105.05012161805223,102.88705263469154,104.01560974121094,67152
2016-05-20,102.08766174316406,106.93105944102477,101.10016885174488,106.88404041178997,202179
2016-05-23,100.7239990234375,103.45135434577372,100.53590852197682,103.4043281328122,52493
2016-05-24,102.55790710449219,102.98111429315429,99.59543525828082,100.15971390156102,88609
2016-05-25,101.28826904296875,102.08767154381033,100.91208807221045,102.08767154381033,57106
2016-05-26,101.3353042602539,102.88707601575109,100.58292790146959,101.24125900920404,52520
2016-05-27,102.36979675292969,103.35728963768116,101.38231104336957,101.38231104336957,71047
2016-05-30,99.59541320800781,102.84002006991214,99.21922513737773,102.55788439833258,47296
